city,state_name,lat,lng,population,probability,n_prob,,state,score,prob,,Metrics
Sikeston,Missouri,36.876719,-89.5878579,16318,0.017343319,0.000187256,,,,,,
Farmington,Missouri,37.7808846,-90.4217895,16240,0.017343319,0.000187256,,,,,,
Overland,Missouri,38.7011626,-90.3623381,16062,0.017343319,0.000187256,,,,,,
Clayton,Missouri,38.6425518,-90.3237263,15939,0.017343319,0.000187256,,,,,,
Fort Leonard Wood,Missouri,37.7057537,-92.157212,15061,0.017343319,0.000187256,,,,,,
Republic,Missouri,37.1200526,-93.4801942,14751,0.017343319,0.000187256,,,,,,
Jennings,Missouri,38.7192175,-90.2603903,14712,0.017343319,0.000187256,,,,,,
Lake Saint Louis,Missouri,38.797552,-90.7856848,14545,0.017343319,0.000187256,,,,,,
Lebanon,Missouri,37.6805968,-92.6637865,14474,0.017343319,0.000187256,,,,,,
Carthage,Missouri,37.176447,-94.3102228,14378,0.017343319,0.000187256,,,,,,
Washington,Missouri,38.5581072,-91.0120878,13982,0.017343319,0.000187256,,,,,,
Moberly,Missouri,39.4183689,-92.4382367,13974,0.017343319,0.000187256,,,,,,
Jackson,Missouri,37.3822732,-89.6662064,13758,0.017343319,0.000187256,,,,,,
Marshall,Missouri,39.1230777,-93.1968704,13065,0.017343319,0.000187256,,,,,,
Saint Ann,Missouri,38.7272735,-90.3831719,13020,0.017343319,0.000187256,,,,,,
Grain Valley,Missouri,39.0150069,-94.198558,12854,0.017343319,0.000187256,,,,,,
Fulton,Missouri,38.8467082,-91.9479586,12790,0.017343319,0.000187256,,,,,,
West Plains,Missouri,36.7281154,-91.8523711,11986,0.017343319,0.000187256,,,,,,
Maryville,Missouri,40.3461017,-94.8724707,11972,0.017343319,0.000187256,,,,,,
Crestwood,Missouri,38.5569974,-90.3817845,11912,0.017343319,0.000187256,,,,,,
Neosho,Missouri,36.8689554,-94.367996,11835,0.017343319,0.000187256,,,,,,
Festus,Missouri,38.2206101,-90.3959543,11602,0.017343319,0.000187256,,,,,,
Bridgeton,Missouri,38.7669954,-90.4115057,11550,0.017343319,0.000187256,,,,,,
Mexico,Missouri,39.1697626,-91.8829484,11543,0.017343319,0.000187256,,,,,,
Dardenne Prairie,Missouri,38.7694969,-90.7290157,11494,0.017343319,0.000187256,,,,,,
Excelsior Springs,Missouri,39.3391713,-94.2260559,11084,0.017343319,0.000187256,,,,,,
Webb City,Missouri,37.1464475,-94.4630036,10996,0.017343319,0.000187256,,,,,,
Kennett,Missouri,36.2361763,-90.0556494,10932,0.017343319,0.000187256,,,,,,
Bellefontaine Neighbors,Missouri,38.7403281,-90.2265001,10860,0.017343319,0.000187256,,,,,,
Town and Country,Missouri,38.6122751,-90.4634532,10815,0.017343319,0.000187256,,,,,,
Troy,Missouri,38.9794923,-90.9806954,10540,0.017343319,0.000187256,,,,,,
Branson,Missouri,36.6436731,-93.2185144,10520,0.017343319,0.000187256,,,,,,
Bolivar,Missouri,37.6144838,-93.4104749,10325,0.017343319,0.000187256,,,,,,
Union,Missouri,38.4500517,-91.0084762,10204,0.017343319,0.000187256,,,,,,
Eureka,Missouri,38.5025537,-90.6279044,10189,0.017343319,0.000187256,,,,,,
Harrisonville,Missouri,38.6533446,-94.3488372,10019,0.017343319,0.000187256,,,,,,
Cameron,Missouri,39.7402801,-94.241057,9933,0.017343319,0.000187256,,,,,,
Chillicothe,Missouri,39.7952946,-93.5524358,9515,0.017343319,0.000187256,,,,,,
Ellisville,Missouri,38.5925532,-90.5870686,9133,0.017343319,0.000187256,,,,,,
Clinton,Missouri,38.3686325,-93.7782689,9008,0.017343319,0.000187256,,,,,,
Berkeley,Missouri,38.7544952,-90.3312256,8978,0.017343319,0.000187256,,,,,,
Monett,Missouri,36.922,-93.926066,8873,0.017343319,0.000187256,,,,,,
Park Hills,Missouri,37.854218,-90.5181804,8759,0.017343319,0.000187256,,,,,,
Murphy,Missouri,38.4903321,-90.4870662,8690,0.017343319,0.000187256,,,,,,
Richmond Heights,Missouri,38.6286631,-90.3195596,8603,0.017343319,0.000187256,,,,,,
Ladue,Missouri,38.6497743,-90.3806725,8521,0.017343319,0.000187256,,,,,,
Sunset Hills,Missouri,38.5389423,-90.407341,8496,0.017343319,0.000187256,,,,,,
Smithville,Missouri,39.3869442,-94.5810659,8425,0.017343319,0.000187256,,,,,,
Nevada,Missouri,37.8392052,-94.3546719,8386,0.017343319,0.000187256,,,,,,
Kearney,Missouri,39.3677802,-94.3621703,8381,0.017343319,0.000187256,,,,,,
Des Peres,Missouri,38.6008862,-90.4328968,8373,0.017343319,0.000187256,,,,,,
Boonville,Missouri,38.9736392,-92.7432418,8319,0.017343319,0.000187256,,,,,,
Perryville,Missouri,37.7242202,-89.8612196,8225,0.017343319,0.000187256,,,,,,
Pleasant Hill,Missouri,38.7875094,-94.2693911,8113,0.017343319,0.000187256,,,,,,
Brentwood,Missouri,38.6175522,-90.3492829,8055,0.017343319,0.000187256,,,,,,
Maplewood,Missouri,38.6125521,-90.3245599,8046,0.017343319,0.000187256,,,,,,
Warrenton,Missouri,38.811436,-91.1415375,7880,0.017343319,0.000187256,,,,,,
Dexter,Missouri,36.7958866,-89.9578688,7864,0.017343319,0.000187256,,,,,,
Oak Grove,Missouri,39.0050073,-94.1293909,7795,0.017343319,0.000187256,,,,,,
Olivette,Missouri,38.6653297,-90.3759499,7737,0.017343319,0.000187256,,,,,,
Sappington,Missouri,38.5369976,-90.3798401,7580,0.017343319,0.000187256,,,,,,
Aurora,Missouri,36.970891,-93.717979,7508,0.017343319,0.000187256,,,,,,
Carl Junction,Missouri,37.1767249,-94.5655066,7445,0.017343319,0.000187256,,,,,,
Sullivan,Missouri,38.2081045,-91.1604207,7081,0.017343319,0.000187256,,,,,,
Pacific,Missouri,38.4819976,-90.7415194,7002,0.017343319,0.000187256,,,,,,
Valley Park,Missouri,38.5492205,-90.4926214,6942,0.017343319,0.000187256,,,,,,
Black Jack,Missouri,38.7933833,-90.2673346,6929,0.017343319,0.000187256,,,,,,
Bonne Terre,Missouri,37.9231069,-90.5554039,6864,0.017343319,0.000187256,,,,,,
Marshfield,Missouri,37.338658,-92.9071209,6633,0.017343319,0.000187256,,,,,,
Billings,Montana,45.7832856,-108.5006904,104170,0.024044147,0.000259605,,,,,,
Missoula,Montana,46.872146,-113.9939982,66788,0.024044147,0.000259605,,,,,,
Great Falls,Montana,47.5002354,-111.3008083,58505,0.024044147,0.000259605,,,,,,
Bozeman,Montana,45.6796526,-111.0385582,37280,0.024044147,0.000259605,,,,,,
Butte-Silver Bow,Montana,45.9019367,-112.6570803,33525,0.024044147,0.000259605,,,,,,
Helena,Montana,46.5927122,-112.036109,28190,0.024044147,0.000259605,,,,,,
Kalispell,Montana,48.1957925,-114.3129081,19927,0.024044147,0.000259605,,,,,,
Havre,Montana,48.549999,-109.6840887,9310,0.024044147,0.000259605,,,,,,
Miles City,Montana,46.4083362,-105.8405582,8410,0.024044147,0.000259605,,,,,,
Evergreen,Montana,48.2257941,-114.2762407,7616,0.024044147,0.000259605,,,,,,
Belgrade,Montana,45.7760403,-111.1768973,7389,0.024044147,0.000259605,,,,,,
Livingston,Montana,45.6624354,-110.5610396,7044,0.024044147,0.000259605,,,,,,
Lockwood,Montana,45.8191203,-108.414855,6797,0.024044147,0.000259605,,,,,,
Laurel,Montana,45.6691159,-108.7715328,6718,0.024044147,0.000259605,,,,,,
Omaha,Nebraska,41.2586096,-95.937792,408958,0.02049665,0.000221303,,,,,,
Lincoln,Nebraska,40.8000011,-96.6669599,258379,0.02049665,0.000221303,,,,,,
Bellevue,Nebraska,41.1366656,-95.8908446,50137,0.02049665,0.000221303,,,,,,
Grand Island,Nebraska,40.9250123,-98.3420068,48520,0.02049665,0.000221303,,,,,,
Kearney,Nebraska,40.699457,-99.0814767,30787,0.02049665,0.000221303,,,,,,
Fremont,Nebraska,41.4333328,-96.4980807,26397,0.02049665,0.000221303,,,,,,
Hastings,Nebraska,40.5861246,-98.388393,24907,0.02049665,0.000221303,,,,,,
North Platte,Nebraska,41.13575845,-100.7710814,24733,0.02049665,0.000221303,,,,,,
Norfolk,Nebraska,42.0283379,-97.4169964,24210,0.02049665,0.000221303,,,,,,
Columbus,Nebraska,41.4297341,-97.3683753,22111,0.02049665,0.000221303,,,,,,
Papillion,Nebraska,41.1544433,-96.0422378,18894,0.02049665,0.000221303,,,,,,
La Vista,Nebraska,41.1838878,-96.031127,15758,0.02049665,0.000221303,,,,,,
Scottsbluff,Nebraska,41.8666341,-103.6671662,15039,0.02049665,0.000221303,,,,,,
South Sioux City,Nebraska,42.4738831,-96.4136407,13353,0.02049665,0.000221303,,,,,,
Beatrice,Nebraska,40.2680555,-96.7469704,12459,0.02049665,0.000221303,,,,,,
Chalco,Nebraska,41.1838878,-96.1502969,10994,0.02049665,0.000221303,,,,,,
Lexington,Nebraska,40.7808398,-99.7415045,10230,0.02049665,0.000221303,,,,,,
Gering,Nebraska,41.8258016,-103.6604995,8500,0.02049665,0.000221303,,,,,,
Alliance,Nebraska,42.1016344,-102.872145,8491,0.02049665,0.000221303,,,,,,
Blair,Nebraska,41.5444379,-96.1250151,7990,0.02049665,0.000221303,,,,,,
York,Nebraska,40.8680673,-97.5919955,7766,0.02049665,0.000221303,,,,,,
McCook,Nebraska,40.2019477,-100.6257077,7698,0.02049665,0.000221303,,,,,,
Nebraska City,Nebraska,40.6766683,-95.8591686,7289,0.02049665,0.000221303,,,,,,
Seward,Nebraska,40.906953,-97.0989229,6964,0.02049665,0.000221303,,,,,,
Crete,Nebraska,40.6277824,-96.9614174,6960,0.02049665,0.000221303,,,,,,
Sidney,Nebraska,41.1427623,-102.9779785,6757,0.02049665,0.000221303,,,,,,
Las Vegas,Nevada,36.1749705,-115.137223,583756,0.013007489,0.000140442,,,,,,
Henderson,Nevada,36.0396988,-114.9819368,257729,0.013007489,0.000140442,,,,,,
Reno,Nevada,39.5296329,-119.8138027,225221,0.013007489,0.000140442,,,,,,
North Las Vegas,Nevada,36.1988592,-115.1175013,216961,0.013007489,0.000140442,,,,,,
Sparks,Nevada,39.5349112,-119.7526886,90264,0.013007489,0.000140442,,,,,,
Carson City,Nevada,39.1637984,-119.7674034,55274,0.013007489,0.000140442,,,,,,
Pahrump,Nevada,36.2082943,-115.9839147,36441,0.013007489,0.000140442,,,,,,
Summerlin South,Nevada,36.124382,-115.3324696,24085,0.013007489,0.000140442,,,,,,
Fernley,Nevada,39.6079683,-119.2518349,19368,0.013007489,0.000140442,,,,,,
Sun Valley,Nevada,39.5962993,-119.7760234,19299,0.013007489,0.000140442,,,,,,
Elko,Nevada,40.8324211,-115.7631232,18297,0.013007489,0.000140442,,,,,,
Mesquite,Nevada,36.8055312,-114.0671903,15276,0.013007489,0.000140442,,,,,,
Boulder City,Nevada,35.9785912,-114.8324851,15023,0.013007489,0.000140442,,,,,,
Spring Creek,Nevada,40.7265927,-115.5858953,12361,0.013007489,0.000140442,,,,,,
Dayton,Nevada,39.2371353,-119.5929521,8964,0.013007489,0.000140442,,,,,,
Fallon,Nevada,39.4735288,-118.7773743,8606,0.013007489,0.000140442,,,,,,
Winnemucca,Nevada,40.9729584,-117.7356849,7396,0.013007489,0.000140442,,,,,,
Laughlin,Nevada,35.1677771,-114.5730208,7323,0.013007489,0.000140442,,,,,,
Manchester,New Hampshire,42.9956397,-71.4547891,109565,0.017737485,0.000191512,,,,,,
Nashua,New Hampshire,42.7653662,-71.467566,86494,0.017737485,0.000191512,,,,,,
Concord,New Hampshire,43.2081366,-71.5375718,42695,0.017737485,0.000191512,,,,,,
Dover,New Hampshire,43.1978624,-70.8736698,29987,0.017737485,0.000191512,,,,,,
Rochester,New Hampshire,43.3045261,-70.9756186,29752,0.017737485,0.000191512,,,,,,
Keene,New Hampshire,42.933692,-72.2781409,23409,0.017737485,0.000191512,,,,,,
Derry,New Hampshire,42.8806425,-71.3272856,22015,0.017737485,0.000191512,,,,,,
Portsmouth,New Hampshire,43.0717552,-70.7625532,20779,0.017737485,0.000191512,,,,,,
Laconia,New Hampshire,43.5278546,-71.470351,15951,0.017737485,0.000191512,,,,,,
Claremont,New Hampshire,43.3767402,-72.3467561,13355,0.017737485,0.000191512,,,,,,
Lebanon,New Hampshire,43.6422934,-72.2517569,13151,0.017737485,0.000191512,,,,,,
Somersworth,New Hampshire,43.2617503,-70.8653372,11766,0.017737485,0.000191512,,,,,,
Londonderry,New Hampshire,42.8650869,-71.3739532,11037,0.017737485,0.000191512,,,,,,
Durham,New Hampshire,43.1339741,-70.9264477,10345,0.017737485,0.000191512,,,,,,
Berlin,New Hampshire,44.4686696,-71.1850768,10051,0.017737485,0.000191512,,,,,,
Hampton,New Hampshire,42.9375899,-70.8389421,9656,0.017737485,0.000191512,,,,,,
Exeter,New Hampshire,42.981477,-70.9478343,9242,0.017737485,0.000191512,,,,,,
Milford,New Hampshire,42.8353641,-71.6489604,8835,0.017737485,0.000191512,,,,,,
Hanover,New Hampshire,43.7022928,-72.2895353,8636,0.017737485,0.000191512,,,,,,
Franklin,New Hampshire,43.4442432,-71.6472988,8477,0.017737485,0.000191512,,,,,,
Hudson,New Hampshire,42.7648108,-71.4397876,7336,0.017737485,0.000191512,,,,,,
Newark,New Jersey,40.735657,-74.1723667,277140,0.019314151,0.000208535,,,,,,
Jersey City,New Jersey,40.7281575,-74.0776417,247597,0.019314151,0.000208535,,,,,,
Paterson,New Jersey,40.9167654,-74.171811,146199,0.019314151,0.000208535,,,,,,
Elizabeth,New Jersey,40.6639916,-74.2107006,124969,0.019314151,0.000208535,,,,,,
Toms River,New Jersey,39.9537291,-74.1979192,88791,0.019314151,0.000208535,,,,,,
Trenton,New Jersey,40.2170534,-74.7429385,84913,0.019314151,0.000208535,,,,,,
Clifton,New Jersey,40.8584328,-74.1637553,84136,0.019314151,0.000208535,,,,,,
Camden,New Jersey,39.9259463,-75.1196199,77344,0.019314151,0.000208535,,,,,,
Passaic,New Jersey,40.8567663,-74.1284764,69781,0.019314151,0.000208535,,,,,,
Union City,New Jersey,40.7795455,-74.0237512,66455,0.019314151,0.000208535,,,,,,
East Orange,New Jersey,40.767323,-74.2048677,64270,0.019314151,0.000208535,,,,,,
Bayonne,New Jersey,40.6687141,-74.1143091,63024,0.019314151,0.000208535,,,,,,
Vineland,New Jersey,39.4862267,-75.0257313,60724,0.019314151,0.000208535,,,,,,
New Brunswick,New Jersey,40.4862158,-74.4518188,55181,0.019314151,0.000208535,,,,,,
Lakewood,New Jersey,40.0978929,-74.2176435,53805,0.019314151,0.000208535,,,,,,
Perth Amboy,New Jersey,40.5067723,-74.2654234,50814,0.019314151,0.000208535,,,,,,
Hoboken,New Jersey,40.7439906,-74.0323626,50005,0.019314151,0.000208535,,,,,,
Plainfield,New Jersey,40.6337136,-74.4073737,49808,0.019314151,0.000208535,,,,,,
West New York,New Jersey,40.7878788,-74.0143064,49708,0.019314151,0.000208535,,,,,,
Hackensack,New Jersey,40.8859326,-74.0434736,43010,0.019314151,0.000208535,,,,,,
Sayreville,New Jersey,40.4592726,-74.3609822,42704,0.019314151,0.000208535,,,,,,
Kearny,New Jersey,40.7684342,-74.1454214,40684,0.019314151,0.000208535,,,,,,
Linden,New Jersey,40.6220478,-74.2445902,40499,0.019314151,0.000208535,,,,,,
Atlantic City,New Jersey,39.3642834,-74.4229266,39558,0.019314151,0.000208535,,,,,,
Fort Lee,New Jersey,40.8509333,-73.9701382,35345,0.019314151,0.000208535,,,,,,
Fair Lawn,New Jersey,40.9403762,-74.1318096,32457,0.019314151,0.000208535,,,,,,
Long Branch,New Jersey,40.3042778,-73.9923596,30719,0.019314151,0.000208535,,,,,,
Garfield,New Jersey,40.8814882,-74.113198,30487,0.019314151,0.000208535,,,,,,
Westfield,New Jersey,40.6589912,-74.3473717,30316,0.019314151,0.000208535,,,,,,
Millville,New Jersey,39.4020596,-75.0393438,28400,0.019314151,0.000208535,,,,,,
Rahway,New Jersey,40.6081591,-74.2776468,27346,0.019314151,0.000208535,,,,,,
Englewood,New Jersey,40.8928771,-73.9726381,27147,0.019314151,0.000208535,,,,,,
Bergenfield,New Jersey,40.9275987,-73.9973608,26764,0.019314151,0.000208535,,,,,,
Paramus,New Jersey,40.9445428,-74.0754189,26342,0.019314151,0.000208535,,,,,,
Bridgeton,New Jersey,39.427337,-75.2340768,25349,0.019314151,0.000208535,,,,,,
Ridgewood,New Jersey,40.9792645,-74.1165313,24958,0.019314151,0.000208535,,,,,,
Lodi,New Jersey,40.8823215,-74.0831971,24136,0.019314151,0.000208535,,,,,,
Old Bridge,New Jersey,40.4148291,-74.3654267,23753,0.019314151,0.000208535,,,,,,
Cliffside Park,New Jersey,40.8214894,-73.9876388,23594,0.019314151,0.000208535,,,,,,
South Plainfield,New Jersey,40.5792701,-74.4115401,23385,0.019314151,0.000208535,,,,,,
Carteret,New Jersey,40.5773266,-74.2282005,22844,0.019314151,0.000208535,,,,,,
Somerset,New Jersey,40.4976041,-74.4884868,22083,0.019314151,0.000208535,,,,,,
North Plainfield,New Jersey,40.6301025,-74.4273743,21936,0.019314151,0.000208535,,,,,,
Summit,New Jersey,40.71864687,-74.36187918,21457,0.019314151,0.000208535,,,,,,
Roselle,New Jersey,40.6642692,-74.2632022,21085,0.019314151,0.000208535,,,,,,
Pleasantville,New Jersey,39.3898388,-74.5240422,20249,0.019314151,0.000208535,,,,,,
Palisades Park,New Jersey,40.8481556,-73.997639,19622,0.019314151,0.000208535,,,,,,
Elmwood Park,New Jersey,40.9039878,-74.118476,19403,0.019314151,0.000208535,,,,,,
Woodbridge,New Jersey,40.5576045,-74.2845911,19265,0.019314151,0.000208535,,,,,,
Hawthorne,New Jersey,40.9492649,-74.1537549,18791,0.019314151,0.000208535,,,,,,
Iselin,New Jersey,40.5753817,-74.3223703,18695,0.019314151,0.000208535,,,,,,
Glassboro,New Jersey,39.7028923,-75.1118422,18579,0.019314151,0.000208535,,,,,,
Morristown,New Jersey,40.7967667,-74.4815438,18411,0.019314151,0.000208535,,,,,,
Point Pleasant,New Jersey,40.0831714,-74.0681931,18392,0.019314151,0.000208535,,,,,,
Dover,New Jersey,40.883988,-74.5621025,18157,0.019314151,0.000208535,,,,,,
Rutherford,New Jersey,40.826489,-74.1068091,18061,0.019314151,0.000208535,,,,,,
Tinton Falls,New Jersey,40.3042774,-74.1004185,17892,0.019314151,0.000208535,,,,,,
Colonia,New Jersey,40.5745485,-74.3020918,17795,0.019314151,0.000208535,,,,,,
Lindenwold,New Jersey,39.8242808,-74.9976673,17613,0.019314151,0.000208535,,,,,,
Dumont,New Jersey,40.9406541,-73.9968051,17479,0.019314151,0.000208535,,,,,,
Avenel,New Jersey,40.5803818,-74.2851469,17011,0.019314151,0.000208535,,,,,,
New Milford,New Jersey,40.9350986,-74.0190281,16341,0.019314151,0.000208535,,,,,,
Secaucus,New Jersey,40.7895453,-74.0565298,16264,0.019314151,0.000208535,,,,,,
Asbury Park,New Jersey,40.2203907,-74.0120817,16116,0.019314151,0.000208535,,,,,,
South River,New Jersey,40.446495,-74.3859831,16008,0.019314151,0.000208535,,,,,,
Madison,New Jersey,40.7598227,-74.417097,15845,0.019314151,0.000208535,,,,,,
Williamstown,New Jersey,39.6862263,-74.995168,15567,0.019314151,0.000208535,,,,,,
North Arlington,New Jersey,40.788434,-74.1331988,15392,0.019314151,0.000208535,,,,,,
Fords,New Jersey,40.5292715,-74.3159809,15187,0.019314151,0.000208535,,,,,,
Hopatcong,New Jersey,40.9328763,-74.6593281,15147,0.019314151,0.000208535,,,,,,
Phillipsburg,New Jersey,40.6937099,-75.1901761,14950,0.019314151,0.000208535,,,,,,
Hammonton,New Jersey,39.6365056,-74.8023853,14791,0.019314151,0.000208535,,,,,,
Tenafly,New Jersey,40.9253766,-73.9629154,14488,0.019314151,0.000208535,,,,,,
Ramsey,New Jersey,41.0573188,-74.1409771,14473,0.019314151,0.000208535,,,,,,
Highland Park,New Jersey,40.4959379,-74.4243178,13982,0.019314151,0.000208535,,,,,,
Collingswood,New Jersey,39.9181686,-75.071284,13926,0.019314151,0.000208535,,,,,,
Fairview,New Jersey,40.8126006,-73.999028,13835,0.019314151,0.000208535,,,,,,
Middlesex,New Jersey,40.572603,-74.4926541,13635,0.019314151,0.000208535,,,,,,
Harrison,New Jersey,40.7464901,-74.1562551,13620,0.019314151,0.000208535,,,,,,
West Freehold,New Jersey,40.2420556,-74.301258,13613,0.019314151,0.000208535,,,,,,
Metuchen,New Jersey,40.5431598,-74.3632049,13574,0.019314151,0.000208535,,,,,,
Roselle Park,New Jersey,40.6645469,-74.2643133,13297,0.019314151,0.000208535,,,,,,
Franklin Park,New Jersey,40.4438733,-74.5431961,13295,0.019314151,0.000208535,,,,,,
Hamilton Square,New Jersey,40.2273316,-74.6532133,12784,0.019314151,0.000208535,,,,,,
Oakland,New Jersey,41.0131529,-74.2643143,12754,0.019314151,0.000208535,,,,,,
Ridgefield Park,New Jersey,40.8570442,-74.0215285,12729,0.019314151,0.000208535,,,,,,
Eatontown,New Jersey,40.2962222,-74.0509725,12709,0.019314151,0.000208535,,,,,,
Princeton,New Jersey,40.3487181,-74.6590472,12307,0.019314151,0.000208535,,,,,,
Ringwood,New Jersey,41.113429,-74.2454254,12228,0.019314151,0.000208535,,,,,,
Red Bank,New Jersey,40.3470543,-74.0643065,12206,0.019314151,0.000208535,,,,,,
New Providence,New Jersey,40.6984348,-74.4015405,12171,0.019314151,0.000208535,,,,,,
Somerville,New Jersey,40.5742696,-74.60988,12098,0.019314151,0.000208535,,,,,,
Freehold,New Jersey,40.260111,-74.2737573,12052,0.019314151,0.000208535,,,,,,
Martinsville,New Jersey,40.6012136,-74.5590452,11980,0.019314151,0.000208535,,,,,,
Pennsville,New Jersey,39.6534464,-75.5165881,11888,0.019314151,0.000208535,,,,,,
Hasbrouck Heights,New Jersey,40.8581553,-74.0806971,11842,0.019314151,0.000208535,,,,,,
Woodland Park,New Jersey,40.8898212,-74.1948674,11819,0.019314151,0.000208535,,,,,,
Ocean City,New Jersey,39.2776156,-74.5746001,11701,0.019314151,0.000208535,,,,,,
Florham Park,New Jersey,40.787878,-74.3882072,11696,0.019314151,0.000208535,,,,,,
Glen Rock,New Jersey,40.9628758,-74.1329208,11601,0.019314151,0.000208535,,,,,,
Haddonfield,New Jersey,39.8915022,-75.0376707,11593,0.019314151,0.000208535,,,,,,
Bellmawr,New Jersey,39.8676134,-75.0946183,11583,0.019314151,0.000208535,,,,,,
Upper Montclair,New Jersey,40.8462107,-74.2012565,11565,0.019314151,0.000208535,,,,,,
Edgewater,New Jersey,40.8270448,-73.975694,11513,0.019314151,0.000208535,,,,,,
Gloucester City,New Jersey,39.8917799,-75.1162863,11456,0.019314151,0.000208535,,,,,,
River Edge,New Jersey,40.9287098,-74.0398622,11340,0.019314151,0.000208535,,,,,,
Wallington,New Jersey,40.8531553,-74.1137537,11335,0.019314151,0.000208535,,,,,,
Robertsville,New Jersey,40.3462201,-74.2879242,11297,0.019314151,0.000208535,,,,,,
Browns Mills,New Jersey,39.9726147,-74.5829331,11223,0.019314151,0.000208535,,,,,,
Guttenberg,New Jersey,40.7920454,-74.0037505,11176,0.019314151,0.000208535,,,,,,
Wanaque,New Jersey,41.0381526,-74.2940378,11116,0.019314151,0.000208535,,,,,,
Pompton Lakes,New Jersey,41.0053753,-74.2907042,11097,0.019314151,0.000208535,,,,,,
Beachwood,New Jersey,39.939007,-74.1929188,11045,0.019314151,0.000208535,,,,,,
Ridgefield,New Jersey,40.8342669,-74.0087505,11032,0.019314151,0.000208535,,,,,,
Westwood,New Jersey,40.9912087,-74.0326395,10908,0.019314151,0.000208535,,,,,,
Totowa,New Jersey,40.9050988,-74.2098679,10804,0.019314151,0.000208535,,,,,,
Somers Point,New Jersey,39.3176158,-74.594601,10795,0.019314151,0.000208535,,,,,,
Ventnor City,New Jersey,39.3403942,-74.4773735,10650,0.019314151,0.000208535,,,,,,
Little Ferry,New Jersey,40.8528777,-74.0420848,10626,0.019314151,0.000208535,,,,,,
Franklin Lakes,New Jersey,41.0167639,-74.2057012,10590,0.019314151,0.000208535,,,,,,
Lincoln Park,New Jersey,40.9242652,-74.3020933,10521,0.019314151,0.000208535,,,,,,
Bound Brook,New Jersey,40.5684363,-74.5384889,10402,0.019314151,0.000208535,,,,,,
Manville,New Jersey,40.5409367,-74.587657,10344,0.019314151,0.000208535,,,,,,
Kinnelon,New Jersey,41.0017644,-74.367096,10248,0.019314151,0.000208535,,,,,,
Pine Hill,New Jersey,39.7842813,-74.9921108,10233,0.019314151,0.000208535,,,,,,
Hillsdale,New Jersey,41.0025975,-74.0404175,10219,0.019314151,0.000208535,,,,,,
Woodbury,New Jersey,39.8381691,-75.1526774,10174,0.019314151,0.000208535,,,,,,
Marlton,New Jersey,39.8912248,-74.9218325,10133,0.019314151,0.000208535,,,,,,
Keansburg,New Jersey,40.4417743,-74.1298643,10105,0.019314151,0.000208535,,,,,,
Burlington,New Jersey,40.071222,-74.8648873,9920,0.019314151,0.000208535,,,,,,
Lake Mohawk,New Jersey,41.0184309,-74.660162,9916,0.019314151,0.000208535,,,,,,
Hackettstown,New Jersey,40.8539879,-74.8290555,9724,0.019314151,0.000208535,,,,,,
Waldwick,New Jersey,41.0106529,-74.1179203,9625,0.019314151,0.000208535,,,,,,
Maywood,New Jersey,40.902599,-74.0618074,9555,0.019314151,0.000208535,,,,,,
White Horse,New Jersey,40.1906652,-74.7023816,9494,0.019314151,0.000208535,,,,,,
Villas,New Jersey,39.0287239,-74.9385068,9483,0.019314151,0.000208535,,,,,,
Brigantine,New Jersey,39.4101171,-74.3645906,9450,0.019314151,0.000208535,,,,,,
Kendall Park,New Jersey,40.4209391,-74.560711,9339,0.019314151,0.000208535,,,,,,
Brookdale,New Jersey,40.833711,-74.1829225,9239,0.019314151,0.000208535,,,,,,
Succasunna,New Jersey,40.8684325,-74.6404382,9152,0.019314151,0.000208535,,,,,,
Pitman,New Jersey,39.732892,-75.1315651,9011,0.019314151,0.000208535,,,,,,
Budd Lake,New Jersey,40.8712101,-74.7340523,8968,0.019314151,0.000208535,,,,,,
Chatham,New Jersey,40.7409341,-74.3837624,8962,0.019314151,0.000208535,,,,,,
Leonia,New Jersey,40.8614887,-73.9881942,8937,0.019314151,0.000208535,,,,,,
East Rutherford,New Jersey,40.833989,-74.0970865,8913,0.019314151,0.000208535,,,,,,
White Meadow Lake,New Jersey,40.9237098,-74.5107121,8836,0.019314151,0.000208535,,,,,,
Audubon,New Jersey,39.8909466,-75.0729504,8819,0.019314151,0.000208535,,,,,,
Matawan,New Jersey,40.41483,-74.2295891,8810,0.019314151,0.000208535,,,,,,
Pine Lake Park,New Jersey,40.0031729,-74.2565332,8707,0.019314151,0.000208535,,,,,,
Park Ridge,New Jersey,41.0375969,-74.0406956,8645,0.019314151,0.000208535,,,,,,
South Amboy,New Jersey,40.4778838,-74.290702,8631,0.019314151,0.000208535,,,,,,
Northfield,New Jersey,39.3703942,-74.5501546,8624,0.019314151,0.000208535,,,,,,
Cresskill,New Jersey,40.9414874,-73.9593041,8573,0.019314151,0.000208535,,,,,,
Mystic Island,New Jersey,39.5442846,-74.3823691,8493,0.019314151,0.000208535,,,,,,
Runnemede,New Jersey,39.8523358,-75.0679498,8468,0.019314151,0.000208535,,,,,,
North Haledon,New Jersey,40.9550981,-74.1859782,8417,0.019314151,0.000208535,,,,,,
Absecon,New Jersey,39.4284503,-74.4957076,8411,0.019314151,0.000208535,,,,,,
Closter,New Jersey,40.9731536,-73.9615262,8373,0.019314151,0.000208535,,,,,,
Boonton,New Jersey,40.9025989,-74.4070971,8347,0.019314151,0.000208535,,,,,,
Haledon,New Jersey,40.935654,-74.186256,8318,0.019314151,0.000208535,,,,,,
